observation_id,scenario_id,event_id,proposition,value,source_artifact_id,source_uri,source_hash,source_timestamp,confidence,observation_status,notes
OBS-operational_outlier-EVT-OO-006H-sbom_reference,operational_outlier,EVT-OO-006H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-primary_identifier,operational_outlier,EVT-OO-006H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-matching_method,operational_outlier,EVT-OO-006H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-identity_confidence,operational_outlier,EVT-OO-006H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-cve_id,operational_outlier,EVT-OO-006H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-cisa_kev_status,operational_outlier,EVT-OO-006H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-epss_percentile,operational_outlier,EVT-OO-006H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-csaf_vex_status,operational_outlier,EVT-OO-006H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-csaf_reference,operational_outlier,EVT-OO-006H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-execution_observed,operational_outlier,EVT-OO-006H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-reachability_confirmed,operational_outlier,EVT-OO-006H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-telemetry_reference,operational_outlier,EVT-OO-006H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-asset_criticality,operational_outlier,EVT-OO-006H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-deployment_scope,operational_outlier,EVT-OO-006H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-006H-mitigation_status,operational_outlier,EVT-OO-006H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-product_id,operational_outlier,EVT-OO-012H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-product_version,operational_outlier,EVT-OO-012H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-product_purl,operational_outlier,EVT-OO-012H,product_purl,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-sbom_reference,operational_outlier,EVT-OO-012H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-primary_identifier,operational_outlier,EVT-OO-012H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-matching_method,operational_outlier,EVT-OO-012H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-identity_confidence,operational_outlier,EVT-OO-012H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-cve_id,operational_outlier,EVT-OO-012H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-cisa_kev_status,operational_outlier,EVT-OO-012H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-epss_percentile,operational_outlier,EVT-OO-012H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-csaf_vex_status,operational_outlier,EVT-OO-012H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-csaf_reference,operational_outlier,EVT-OO-012H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-execution_observed,operational_outlier,EVT-OO-012H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-reachability_confirmed,operational_outlier,EVT-OO-012H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-telemetry_reference,operational_outlier,EVT-OO-012H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-asset_criticality,operational_outlier,EVT-OO-012H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-deployment_scope,operational_outlier,EVT-OO-012H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-012H-mitigation_status,operational_outlier,EVT-OO-012H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-product_id,operational_outlier,EVT-OO-072H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-product_version,operational_outlier,EVT-OO-072H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-product_purl,operational_outlier,EVT-OO-072H,product_purl,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-sbom_reference,operational_outlier,EVT-OO-072H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-primary_identifier,operational_outlier,EVT-OO-072H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-matching_method,operational_outlier,EVT-OO-072H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-identity_confidence,operational_outlier,EVT-OO-072H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-cve_id,operational_outlier,EVT-OO-072H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-cisa_kev_status,operational_outlier,EVT-OO-072H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-epss_percentile,operational_outlier,EVT-OO-072H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-csaf_vex_status,operational_outlier,EVT-OO-072H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-csaf_reference,operational_outlier,EVT-OO-072H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-execution_observed,operational_outlier,EVT-OO-072H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-reachability_confirmed,operational_outlier,EVT-OO-072H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-telemetry_reference,operational_outlier,EVT-OO-072H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-asset_criticality,operational_outlier,EVT-OO-072H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-deployment_scope,operational_outlier,EVT-OO-072H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier-EVT-OO-072H-mitigation_status,operational_outlier,EVT-OO-072H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-product_id,operational_outlier_control,EVT-OOC-002H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-product_version,operational_outlier_control,EVT-OOC-002H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-product_purl,operational_outlier_control,EVT-OOC-002H,product_purl,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-sbom_reference,operational_outlier_control,EVT-OOC-002H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-primary_identifier,operational_outlier_control,EVT-OOC-002H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-matching_method,operational_outlier_control,EVT-OOC-002H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-identity_confidence,operational_outlier_control,EVT-OOC-002H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-cve_id,operational_outlier_control,EVT-OOC-002H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-cisa_kev_status,operational_outlier_control,EVT-OOC-002H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-epss_percentile,operational_outlier_control,EVT-OOC-002H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-csaf_vex_status,operational_outlier_control,EVT-OOC-002H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-csaf_reference,operational_outlier_control,EVT-OOC-002H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-execution_observed,operational_outlier_control,EVT-OOC-002H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-reachability_confirmed,operational_outlier_control,EVT-OOC-002H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-telemetry_reference,operational_outlier_control,EVT-OOC-002H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-asset_criticality,operational_outlier_control,EVT-OOC-002H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-deployment_scope,operational_outlier_control,EVT-OOC-002H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-002H-mitigation_status,operational_outlier_control,EVT-OOC-002H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-product_id,operational_outlier_control,EVT-OOC-006H,product_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-product_version,operational_outlier_control,EVT-OOC-006H,product_version,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-product_purl,operational_outlier_control,EVT-OOC-006H,product_purl,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-sbom_reference,operational_outlier_control,EVT-OOC-006H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-primary_identifier,operational_outlier_control,EVT-OOC-006H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-matching_method,operational_outlier_control,EVT-OOC-006H,matching_method,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-identity_confidence,operational_outlier_control,EVT-OOC-006H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-cve_id,operational_outlier_control,EVT-OOC-006H,cve_id,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-cisa_kev_status,operational_outlier_control,EVT-OOC-006H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-epss_percentile,operational_outlier_control,EVT-OOC-006H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-csaf_vex_status,operational_outlier_control,EVT-OOC-006H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-csaf_reference,operational_outlier_control,EVT-OOC-006H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-execution_observed,operational_outlier_control,EVT-OOC-006H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-reachability_confirmed,operational_outlier_control,EVT-OOC-006H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-telemetry_reference,operational_outlier_control,EVT-OOC-006H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-asset_criticality,operational_outlier_control,EVT-OOC-006H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-deployment_scope,operational_outlier_control,EVT-OOC-006H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-operational_outlier_control-EVT-OOC-006H-mitigation_status,operational_outlier_control,EVT-OOC-006H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-product_id,rapid_pivot,EVT-RP-002H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-product_version,rapid_pivot,EVT-RP-002H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-product_purl,rapid_pivot,EVT-RP-002H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-sbom_reference,rapid_pivot,EVT-RP-002H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-primary_identifier,rapid_pivot,EVT-RP-002H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-matching_method,rapid_pivot,EVT-RP-002H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-identity_confidence,rapid_pivot,EVT-RP-002H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-cve_id,rapid_pivot,EVT-RP-002H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-cisa_kev_status,rapid_pivot,EVT-RP-002H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-epss_percentile,rapid_pivot,EVT-RP-002H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-csaf_vex_status,rapid_pivot,EVT-RP-002H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-csaf_reference,rapid_pivot,EVT-RP-002H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-execution_observed,rapid_pivot,EVT-RP-002H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-reachability_confirmed,rapid_pivot,EVT-RP-002H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-telemetry_reference,rapid_pivot,EVT-RP-002H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-asset_criticality,rapid_pivot,EVT-RP-002H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-deployment_scope,rapid_pivot,EVT-RP-002H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-002H-mitigation_status,rapid_pivot,EVT-RP-002H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-product_id,rapid_pivot,EVT-RP-012H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-product_version,rapid_pivot,EVT-RP-012H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-product_purl,rapid_pivot,EVT-RP-012H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-sbom_reference,rapid_pivot,EVT-RP-012H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-primary_identifier,rapid_pivot,EVT-RP-012H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-matching_method,rapid_pivot,EVT-RP-012H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-identity_confidence,rapid_pivot,EVT-RP-012H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-cve_id,rapid_pivot,EVT-RP-012H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-cisa_kev_status,rapid_pivot,EVT-RP-012H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-epss_percentile,rapid_pivot,EVT-RP-012H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-csaf_vex_status,rapid_pivot,EVT-RP-012H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-csaf_reference,rapid_pivot,EVT-RP-012H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-execution_observed,rapid_pivot,EVT-RP-012H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-reachability_confirmed,rapid_pivot,EVT-RP-012H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-telemetry_reference,rapid_pivot,EVT-RP-012H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-asset_criticality,rapid_pivot,EVT-RP-012H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-deployment_scope,rapid_pivot,EVT-RP-012H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-012H-mitigation_status,rapid_pivot,EVT-RP-012H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-product_id,rapid_pivot,EVT-RP-018H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-product_version,rapid_pivot,EVT-RP-018H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-product_purl,rapid_pivot,EVT-RP-018H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-sbom_reference,rapid_pivot,EVT-RP-018H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-primary_identifier,rapid_pivot,EVT-RP-018H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-matching_method,rapid_pivot,EVT-RP-018H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-identity_confidence,rapid_pivot,EVT-RP-018H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-cve_id,rapid_pivot,EVT-RP-018H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-cisa_kev_status,rapid_pivot,EVT-RP-018H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-epss_percentile,rapid_pivot,EVT-RP-018H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-csaf_vex_status,rapid_pivot,EVT-RP-018H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-csaf_reference,rapid_pivot,EVT-RP-018H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-execution_observed,rapid_pivot,EVT-RP-018H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-reachability_confirmed,rapid_pivot,EVT-RP-018H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-telemetry_reference,rapid_pivot,EVT-RP-018H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-asset_criticality,rapid_pivot,EVT-RP-018H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-deployment_scope,rapid_pivot,EVT-RP-018H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-018H-mitigation_status,rapid_pivot,EVT-RP-018H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-product_id,rapid_pivot,EVT-RP-020H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-product_version,rapid_pivot,EVT-RP-020H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-product_purl,rapid_pivot,EVT-RP-020H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-sbom_reference,rapid_pivot,EVT-RP-020H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-primary_identifier,rapid_pivot,EVT-RP-020H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-matching_method,rapid_pivot,EVT-RP-020H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-identity_confidence,rapid_pivot,EVT-RP-020H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-cve_id,rapid_pivot,EVT-RP-020H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-cisa_kev_status,rapid_pivot,EVT-RP-020H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-epss_percentile,rapid_pivot,EVT-RP-020H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-csaf_vex_status,rapid_pivot,EVT-RP-020H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-csaf_reference,rapid_pivot,EVT-RP-020H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-execution_observed,rapid_pivot,EVT-RP-020H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-reachability_confirmed,rapid_pivot,EVT-RP-020H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-telemetry_reference,rapid_pivot,EVT-RP-020H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-asset_criticality,rapid_pivot,EVT-RP-020H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-deployment_scope,rapid_pivot,EVT-RP-020H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-020H-mitigation_status,rapid_pivot,EVT-RP-020H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-product_id,rapid_pivot,EVT-RP-022H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-product_version,rapid_pivot,EVT-RP-022H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-product_purl,rapid_pivot,EVT-RP-022H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-sbom_reference,rapid_pivot,EVT-RP-022H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-primary_identifier,rapid_pivot,EVT-RP-022H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-matching_method,rapid_pivot,EVT-RP-022H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-identity_confidence,rapid_pivot,EVT-RP-022H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-cve_id,rapid_pivot,EVT-RP-022H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-cisa_kev_status,rapid_pivot,EVT-RP-022H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-epss_percentile,rapid_pivot,EVT-RP-022H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-csaf_vex_status,rapid_pivot,EVT-RP-022H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-csaf_reference,rapid_pivot,EVT-RP-022H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-execution_observed,rapid_pivot,EVT-RP-022H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-reachability_confirmed,rapid_pivot,EVT-RP-022H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-telemetry_reference,rapid_pivot,EVT-RP-022H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-asset_criticality,rapid_pivot,EVT-RP-022H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-deployment_scope,rapid_pivot,EVT-RP-022H,deployment_scope,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-022H-mitigation_status,rapid_pivot,EVT-RP-022H,mitigation_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-product_id,rapid_pivot,EVT-RP-072H,product_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-product_version,rapid_pivot,EVT-RP-072H,product_version,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-product_purl,rapid_pivot,EVT-RP-072H,product_purl,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-sbom_reference,rapid_pivot,EVT-RP-072H,sbom_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-primary_identifier,rapid_pivot,EVT-RP-072H,primary_identifier,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-matching_method,rapid_pivot,EVT-RP-072H,matching_method,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-identity_confidence,rapid_pivot,EVT-RP-072H,identity_confidence,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-cve_id,rapid_pivot,EVT-RP-072H,cve_id,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-cisa_kev_status,rapid_pivot,EVT-RP-072H,cisa_kev_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-epss_percentile,rapid_pivot,EVT-RP-072H,epss_percentile,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-csaf_vex_status,rapid_pivot,EVT-RP-072H,csaf_vex_status,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-csaf_reference,rapid_pivot,EVT-RP-072H,csaf_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-execution_observed,rapid_pivot,EVT-RP-072H,execution_observed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-reachability_confirmed,rapid_pivot,EVT-RP-072H,reachability_confirmed,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-telemetry_reference,rapid_pivot,EVT-RP-072H,telemetry_reference,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-asset_criticality,rapid_pivot,EVT-RP-072H,asset_criticality,,,,,,,NOT_REVIEWED,
OBS-rapid_pivot-EVT-RP-072H-deployment_scope,rapid_pivot,EVT-RP-072H,deployment_scope,,,,,,,NOT_REVIEWED,
